id,food,calorie,protein,lipid,carbohydrate,fiber,sugar_content,salt
1706,にわとり［若鶏肉］手羽先　皮つき　生　,226,17.4,16.2,0,0,0,0.2
1707,にわとり［若鶏肉］手羽元　皮つき　生　,197,18.2,12.8,0,0,0,0.2
1708,にわとり［若鶏肉］むね　皮つき　生　,145,21.3,5.9,0.1,0,0.1,0.1
1709,にわとり［若鶏肉］むね　皮つき　焼き　,233,34.7,9.1,0.1,0,0.1,0.2
1710,にわとり［若鶏肉］むね　皮なし　生　,116,23.3,1.9,0.1,0,0.1,0.1
1711,にわとり［若鶏肉］むね　皮なし　焼き　,195,38.8,3.3,0.1,0,0.1,0.2
1712,にわとり［若鶏肉］もも　皮つき　生　,204,16.6,14.2,0,0,0,0.2
1713,にわとり［若鶏肉］もも　皮つき　焼き　,241,26.3,13.9,0,0,0,0.2
1714,にわとり［若鶏肉］もも　皮つき　ゆで　,237,22.3,15.2,0,0,0,0.1
1715,にわとり［若鶏肉］もも　皮つき　から揚げ　,313,24.2,18.1,13.3,0.8,12.5,2.5
1716,にわとり［若鶏肉］もも　皮なし　生　,127,19,5,0,0,0,0.2
1717,にわとり［若鶏肉］もも　皮なし　焼き　,161,25.5,5.7,0,0,0,0.2
1718,にわとり［若鶏肉］もも　皮なし　ゆで　,155,25.1,5.2,0,0,0,0.1
1719,にわとり［若鶏肉］もも　皮なし　から揚げ　,255,25.4,11.4,12.7,0.9,11.8,2.7
1720,にわとり［若鶏肉］ささ身　生　,105,23,0.8,0,0,0,0.1
1721,にわとり［若鶏肉］ささ身　焼き　,127,27.3,1.3,0,0,0,0.1
1722,にわとり［若鶏肉］ささ身　ゆで　,125,27.3,1,0,0,0,0.1
1723,にわとり［ひき肉］生　,186,17.5,12,0,0,0,0.1
1724,にわとり［ひき肉］焼き　,255,27.5,14.8,0,0,0,0.2
1725,にわとり［副生物］心臓　生　,207,14.5,15.5,0,0,0,0.2
1726,にわとり［副生物］肝臓　生　,111,18.9,3.1,0.6,0,0.6,0.2
1727,にわとり［副生物］筋胃　生　,94,18.3,1.8,0,0,0,0.1
1728,にわとり［副生物］皮　むね　生　,492,9.4,48.1,0,0,0,0.1
1729,にわとり［副生物］皮　もも　生　,513,6.6,51.6,0,0,0,0.1
1730,にわとり［副生物］軟骨　生　,54,12.5,0.4,0.4,0,0.4,1
1731,にわとり［その他］焼き鳥缶詰　,177,18.4,7.8,8.2,0,8.2,2.2
1732,にわとり［その他］チキンナゲット　,245,15.5,13.7,14.9,1.2,13.7,1.6
1733,にわとり［その他］つくね　,235,15.2,15.2,9.3,1.9,7.4,1.8
1734,はと　肉　皮なし　生　,141,21.8,5.1,0.3,0,0.3,0.2
1735,ほろほろちょう　肉　皮なし　生　,105,22.5,1,0.2,0,0.2,0.2
1736,いなご　つくだ煮　,247,26.3,1.4,32.3,0,32.3,4.8
1737,かえる　肉　生　,99,22.3,0.4,0.3,0,0.3,0.1
1738,すっぽん　肉　生　,197,16.4,13.4,0.5,0,0.5,0.2
1739,はち　はちの子缶詰　,250,16.2,7.2,30.2,0,30.2,1.7
1740,あひる卵　ピータン　,214,13.7,16.5,0,0,0,2
1741,うこっけい卵　全卵　生　,176,12,13,0.4,0,0.4,0.4
1742,うずら卵　全卵　生　,179,12.6,13.1,0.3,0,0.3,0.3
1743,うずら卵　水煮缶詰　,182,11,14.1,0.6,0,0.6,0.5
1744,鶏卵　全卵　生　,151,12.3,10.3,0.3,0,0.3,0.4
1745,鶏卵　全卵　ゆで　,151,12.9,10,0.3,0,0.3,0.3
1746,鶏卵　全卵　ポーチドエッグ　,164,12.3,11.7,0.2,0,0.2,0.3
1747,鶏卵　全卵　水煮缶詰　,146,10.8,10.6,0,0,0,0.8
1748,鶏卵　全卵　加糖全卵　,217,9.8,10.6,20.7,0,20.7,0.3
1749,鶏卵　全卵　乾燥全卵　,608,49.1,42,0.2,0,0.2,1.2
1750,鶏卵　卵黄　生　,387,16.5,33.5,0.1,0,0.1,0.1
1751,鶏卵　卵黄　ゆで　,386,16.7,33.3,0.2,0,0.2,0.1
1752,鶏卵　卵黄　加糖卵黄　,346,12.1,23.9,20.7,0,20.7,0.1
1753,鶏卵　卵黄　乾燥卵黄　,724,30.3,62.9,0.2,0,0.2,0.2
1754,鶏卵　卵白　生　,47,10.5,0,0.4,0,0.4,0.5
1755,鶏卵　卵白　ゆで　,50,11.3,0.1,0.4,0,0.4,0.4
1756,鶏卵　卵白　乾燥卵白　,378,86.5,0.4,0.2,0,0.2,3.3
1757,鶏卵　たまご豆腐　,79,6.4,5,2,0,2,0.9
1758,鶏卵　たまご焼　厚焼きたまご　,151,10.8,9.1,6.4,0,6.4,1.1
1759,鶏卵　たまご焼　だし巻きたまご　,128,11.2,9,0.5,0,0.5,1.2
1760,生乳　ジャージー種　,80,3.6,5.1,4.7,0,4.7,0.1
1761,生乳　ホルスタイン種　,66,3.2,3.7,4.7,0,4.7,0.1
1762,普通牛乳　,67,3.3,3.8,4.8,0,4.8,0.1
1763,加工乳　濃厚　,73,3.5,4.2,5.2,0,5.2,0.1
1764,加工乳　低脂肪　,46,3.8,1,5.5,0,5.5,0.2
1765,脱脂乳　,33,3.4,0.1,4.7,0,4.7,0.1
1766,乳飲料　コーヒー　,56,2.2,2,7.2,0,7.2,0.1
1767,乳飲料　フルーツ　,46,1.2,0.2,9.9,0,9.9,0.1
1768,全粉乳　,500,25.5,26.2,39.3,0,39.3,1.1
1769,脱脂粉乳　,359,34,1,53.3,0,53.3,1.4
1770,乳児用調製粉乳　,514,12.4,26.8,55.9,0,55.9,0.4
1771,無糖練乳　,144,6.8,7.9,11.2,0,11.2,0.4
1772,加糖練乳　,332,7.7,8.5,56,0,56,0.2
1773,クリーム　乳脂肪　,433,2,45,3.1,0,3.1,0.1
1774,クリーム　乳脂肪 ・ 植物性脂肪　,409,4.4,42.1,3,0,3,0.4
1775,クリーム　植物性脂肪　,392,6.8,39.2,2.9,0,2.9,0.6
1776,ホイップクリーム　乳脂肪　,425,1.8,40.7,12.9,0,12.9,0.1
1777,ホイップクリーム　乳脂肪・植物性脂肪　,413,4,38.4,12.9,0,12.9,0.3
1778,ホイップクリーム　植物性脂肪　,402,6.3,36.1,12.9,0,12.9,0.6
1779,コーヒーホワイトナー　液状　乳脂肪　,211,5.2,18.3,5.5,0,5.5,0.4
1780,コーヒーホワイトナー　液状　乳脂肪・植物性脂肪　,228,4.8,21.6,3.7,0,3.7,0.4
1781,コーヒーホワイトナー　液状　植物性脂肪　,248,4.3,24.8,1.8,0,1.8,0.4
1782,コーヒーホワイトナー　粉末状　乳脂肪　,518,7.7,27.6,60.1,0,60.1,0.9
1783,コーヒーホワイトナー　粉末状　植物性脂肪　,568,2.8,38.3,53.1,0,53.1,1.8
1784,ヨーグルト　全脂無糖　,62,3.6,3,4.9,0,4.9,0.1
1785,ヨーグルト　低脂肪無糖　,45,3.7,1,5.2,0,5.2,0.1
1786,ヨーグルト　無脂肪無糖　,42,4,0.3,5.7,0,5.7,0.1
1787,ヨーグルト　脱脂加糖　,67,4.3,0.2,11.9,0,11.9,0.2
1788,ヨーグルト　ドリンクタイプ　加糖　,65,2.9,0.5,12.2,0,12.2,0.1
1789,乳酸菌飲料　乳製品　,71,1.1,0.1,16.4,0,16.4,0
1790,乳酸菌飲料　殺菌乳製品　,217,1.5,0.1,52.6,0,52.6,0
1791,乳酸菌飲料　非乳製品　,58,0.4,0,14,0,14,0
1792,ナチュラルチーズ　エダム　,356,28.9,25,1.4,0,1.4,2
1793,ナチュラルチーズ　エメンタール　,429,27.3,33.6,1.6,0,1.6,1.3
1794,ナチュラルチーズ　カテージ　,105,13.3,4.5,1.9,0,1.9,1
1795,ナチュラルチーズ　カマンベール　,310,19.1,24.7,0.9,0,0.9,2
1796,ナチュラルチーズ　クリーム　,346,8.2,33,2.3,0,2.3,0.7
1797,ナチュラルチーズ　ゴーダ　,380,25.8,29,1.4,0,1.4,2
1798,ナチュラルチーズ　チェダー　,423,25.7,33.8,1.4,0,1.4,2
1799,ナチュラルチーズ　パルメザン　,475,44,30.8,1.9,0,1.9,3.8
1800,ナチュラルチーズ　ブルー　,349,18.8,29,1,0,1,3.8
1801,ナチュラルチーズ　マスカルポーネ　,293,4.4,28.2,4.3,0,4.3,0.1
1802,ナチュラルチーズ　モッツァレラ　,276,18.4,19.9,4.2,0,4.2,0.2
1803,ナチュラルチーズ　やぎ　,296,20.6,21.7,2.7,0,2.7,1.2
1804,ナチュラルチーズ　リコッタ　,162,7.1,11.5,6.7,0,6.7,0.4
1805,プロセスチーズ　,339,22.7,26,1.3,0,1.3,2.8
1806,チーズスプレッド　,305,15.9,25.7,0.6,0,0.6,2.5
1807,アイスクリーム　高脂肪　,212,3.5,12,22.4,0,22.4,0.2
1808,アイスクリーム　普通脂肪　,180,3.9,8,23.2,0,23.2,0.3
1809,アイスミルク　,167,3.4,6.4,23.9,0,23.9,0.2
1810,ラクトアイス　普通脂肪　,224,3.1,13.6,22.2,0,22.2,0.2
1811,ラクトアイス　低脂肪　,108,1.8,2,20.6,0,20.6,0.1
1812,ソフトクリーム　,146,3.8,5.6,20.1,0,20.1,0.2
1813,カゼイン　,378,86.2,1.5,0,0,0,0
1814,シャーベット　,127,0.9,1,28.7,0,28.7,0
1815,チーズホエーパウダー　,362,12.5,1.2,77,0,77,1.8
1816,人乳　,65,1.1,3.5,7.2,0,7.2,0
1817,やぎ乳　,63,3.1,3.6,4.5,0,4.5,0.1
1818,あまに油　,921,0,100,0,0,0,0
1819,えごま油　,921,0,100,0,0,0,0
1820,オリーブ油　,921,0,100,0,0,0,0
1821,ごま油　,921,0,100,0,0,0,0
1822,米ぬか油　,921,0,100,0,0,0,0
1823,サフラワー油　ハイオレイック　,921,0,100,0,0,0,0
1824,サフラワー油　ハイリノール　,921,0,100,0,0,0,0
1825,大豆油　,921,0,100,0,0,0,0
1826,調合油　,921,0,100,0,0,0,0
1827,とうもろこし油　,921,0,100,0,0,0,0
1828,なたね油　,921,0,100,0,0,0,0
1829,パーム油　,921,0,100,0,0,0,0
1830,パーム核油　,921,0,100,0,0,0,0
1831,ひまわり油　ハイリノール　,921,0,100,0,0,0,0
1832,ひまわり油　ミッドオレイック　,921,0,100,0,0,0,0
1833,ひまわり油　ハイオレイック　,921,0,100,0,0,0,0
1834,ぶどう油　,921,0,100,0,0,0,0
1835,綿実油　,921,0,100,0,0,0,0
1836,やし油　,921,0,100,0,0,0,0
1837,落花生油　,921,0,100,0,0,0,0
1838,牛脂　,940,0.2,99.8,0,0,0,0
1839,ラード　,941,0,100,0,0,0,0
1840,有塩バター　,745,0.6,81,0.2,0,0.2,1.9
1841,食塩不使用バター　,763,0.5,83,0.2,0,0.2,0
1842,発酵バター　,752,0.6,80,4.4,0,4.4,1.3
1843,ソフトタイプマーガリン　家庭用　,769,0.4,83.1,0.4,0,0.4,1.3
1844,ソフトタイプマーガリン　業務用　,778,0.3,84.3,0.1,0,0.1,1.3
1845,ファットスプレッド　,637,0.2,69.1,0,0,0,1.1
1846,ショートニング　家庭用　,920,0,99.9,0,0,0,0
1847,ショートニング　業務用　製菓　,921,0,99.9,0,0,0,0
1848,ショートニング　業務用　フライ　,920,0,99.9,0,0,0,0
1849,甘納豆　あずき　,296,5.6,0.6,67.1,4.7,62.4,0.1
1850,甘納豆　いんげんまめ　,302,5.5,1.1,67.6,5.6,62,0.2
1851,甘納豆　えんどう　,310,5.2,1,70.1,4.9,65.2,0.2
1852,今川焼　,221,4.5,1,48.5,1.9,46.6,0.1
1853,ういろう　,183,1.1,0.2,44.1,0.1,44,0
1854,うぐいすもち　,241,3.6,0.4,55.7,2,53.7,0.1
1855,かしわもち　,206,4,0.4,46.7,1.7,45,0.1
1856,カステラ　,319,6.2,4.6,63.2,0.6,62.6,0.1
1857,かのこ　,264,4.8,0.4,60.4,3.8,56.6,0.1
1858,かるかん　,230,2.1,0.3,54.7,0.4,54.3,0
1859,きび団子　,304,1.7,0.3,73.5,0.3,73.2,0
1860,ぎゅうひ　,257,1.3,0.2,62.5,0.1,62.4,0
1861,きりざんしょ　,248,2.1,0.3,59.3,0.2,59.1,0.2
1862,きんぎょく糖　,288,0,0,72,0.8,71.2,0
1863,きんつば　,265,6,0.7,58.6,5.7,52.9,0.3
1864,草もち　,229,4.2,0.4,52.1,2,50.1,0
1865,くし団子　あん　,201,3.8,0.4,45.5,1.2,44.3,0.1
1866,くし団子　みたらし　,197,3.1,0.4,45.2,0.3,44.9,0.6
1867,くずもち　くずでん粉製品　,91,0.1,0.1,22.5,0,22.5,0
1868,くずもち　小麦でん粉製品　,91,0.1,0.1,22.4,0,22.4,0
1869,げっぺい　,357,5.2,8.7,64.5,2.5,62,0.1
1870,五平もち　,181,3,0.5,41,0.8,40.2,0.6
1871,桜もち　関東風　,239,4.5,0.4,54.3,2.6,51.7,0.1
1872,桜もち　関西風　,200,3.4,0.2,46.1,1.7,44.4,0.1
1873,笹だんご　,239,3.9,0.5,54.7,2.2,52.5,0.1
1874,大福もち　,235,4.8,0.5,52.8,2.5,50.3,0.1
1875,タルト（和菓子）　,293,5.9,2.9,60.8,1.5,59.3,0.1
1876,ちまき　,153,1.3,0.2,36.4,0.1,36.3,0
1877,ちゃつう　,328,6.2,4.1,66.5,3.8,62.7,0
1878,どら焼　,284,6.6,2.5,58.7,3.1,55.6,0.4
1879,生八つ橋　あん入り　,279,4.5,0.4,64.3,3,61.3,0
1880,ねりきり　,264,5.3,0.3,60.1,3.6,56.5,0
1881,まんじゅう　カステラまんじゅう　,294,6.6,1.6,63.4,3,60.4,0.1
1882,まんじゅう　くずまんじゅう　,220,3.1,0.2,51.4,2.2,49.2,0.1
1883,まんじゅう　くりまんじゅう　,309,6,1.3,68.2,3,65.2,0.1
1884,まんじゅう　とうまんじゅう　,297,6.2,2.1,63.4,2.5,60.9,0.1
1885,まんじゅう　蒸しまんじゅう　,260,4.9,0.4,59.2,2.9,56.3,0.2
1886,まんじゅう　中華まんじゅう　あんまん　,280,6.1,5.7,51.1,2.6,48.5,0
1887,まんじゅう　中華まんじゅう　肉まん　,260,10,5.1,43.5,3.2,40.3,1.2
1888,もなか　,285,4.8,0.4,65.6,3.1,62.5,0
1889,ゆべし　,327,2.4,3.5,71.2,0.6,70.6,0.6
1890,ようかん　練りようかん　,296,3.6,0.2,70,3.1,66.9,0
1891,ようかん　水ようかん　,171,2.6,0.1,40,2.2,37.8,0.1
1892,ようかん　蒸しようかん　,242,4.4,0.3,55.4,2.9,52.5,0.2
1893,あめ玉　,390,0,0,97.5,0,97.5,0
1894,芋かりんとう　,476,1.4,20.5,71.3,2.6,68.7,0
1895,おこし　,383,3.8,0.8,90.1,0.4,89.7,0.2
1896,おのろけ豆　,448,11.7,13.5,69.8,2.3,67.5,1
1897,かりんとう　黒　,440,7.6,11.6,76.3,1.2,75.1,0
1898,かりんとう　白　,444,9.7,11.2,76.2,1.7,74.5,0
1899,ごかぼう　,387,10.7,6.4,71.6,4.6,67,0
1900,小麦粉せんべい　磯部せんべい　,381,4.3,0.8,89.3,1.3,88,1.3
1901,小麦粉せんべい　かわらせんべい　,398,7.5,3.5,84,1.1,82.9,0.3
1902,小麦粉せんべい　巻きせんべい　,392,4.3,1.4,90.3,1,89.3,0.1
1903,小麦粉せんべい　南部せんべい　ごま入り　,431,11.2,10.8,72.3,4.2,68.1,1.1
1904,小麦粉せんべい　南部せんべい　落花生入り　,428,11.7,9.6,73.8,3.5,70.3,0.9
1905,しおがま　,355,2.7,0.3,85.4,0.6,84.8,1.5
1906,ひなあられ　関東風　,400,5.1,4.3,85.3,1.3,84,0.2
1907,ひなあられ　関西風　,398,7.7,3.1,84.6,1.3,83.3,1.5
1908,米菓　揚げせんべい　,465,5.7,17.5,71.2,0.5,70.7,1.2
1909,米菓　甘辛せんべい　,380,6.7,0.9,86.3,0.6,85.7,1.2
1910,米菓　あられ　,381,7.9,1.4,84.2,1.3,82.9,1.7
1911,米菓　しょうゆせんべい　,373,7.8,1,83.1,0.8,82.3,2
1912,ボーロ　小粒　,391,2.5,2.2,90.4,0,90.4,0.1
1913,ボーロ　そばボーロ　,406,7.7,3.4,86.1,1.5,84.6,0.3
1914,松風　,381,4,0.7,89.7,1.2,88.5,0.1
1915,みしま豆　,430,12.4,8.7,75.6,6.1,69.5,0
1916,八つ橋　,394,3.3,0.5,94.2,0.3,93.9,0
1917,らくがん　らくがん　,389,2.4,0.2,94.3,0.2,94.1,0
1918,らくがん　麦らくがん　,397,4.7,1.8,90.4,5.4,85,0
1919,らくがん　もろこしらくがん　,389,7.3,0.3,89.3,7.3,82,0.3
1920,揚げパン　,377,8.7,18.7,43.5,1.8,41.7,1.1
1921,あんパン　,280,7.9,5.3,50.2,2.7,47.5,0.7
1922,あんパン　薄皮タイプ　,260,6.6,2.4,52.8,4.9,47.9,0.4
1923,カレーパン 皮及び具　,321,6.6,18.3,32.3,1.6,30.7,1.2
1924,カレーパン　皮のみ　,384,7.2,22.4,38.4,1.3,37.1,1
1925,カレーパン　具のみ　,180,5.3,9.3,18.8,2.4,16.4,1.8
1926,クリームパン　,305,10.3,10.9,41.4,1.2,40.2,0.9
1927,クリームパン　薄皮タイプ　,227,6.6,8,32.3,0.7,31.6,0.4
1928,ジャムパン　,297,6.6,5.8,54.5,1.8,52.7,0.8
1929,チョココロネ　,337,7.1,15.3,42.8,1.3,41.5,0.9
1930,チョコパン　薄皮タイプ　,348,5.5,18.7,39.5,0.9,38.6,0.6
1931,メロンパン　,366,8,10.5,59.9,1.7,58.2,0.5
1932,シュークリーム　,228,6,11.3,25.6,0.3,25.3,0.2
1933,スポンジケーキ　,298,8.1,5.6,53.8,0.8,53,0.2
1934,ショートケーキ 果実なし　,327,7.1,13.8,43.6,0.6,43,0.2
1935,タルト（洋菓子）　,262,4.2,13.2,31.4,1,30.4,0.2
1936,チーズケーキ　ベイクドチーズケーキ　,318,8.5,21.2,23.3,0.2,23.1,0.5
1937,チーズケーキ　レアチーズケーキ　,364,5.8,28,22.1,0,22.1,0.5
1938,デニッシュペストリー　,417,7,24.7,41.7,1.6,40.1,0.9
1939,ドーナッツ　イーストドーナッツ　,386,7.2,20.2,43.9,1.5,42.4,0.8
1940,ドーナッツ　ケーキドーナッツ　,375,7.2,11.7,60.2,1.2,59,0.4
1941,パイ　パイ皮　,435,7.7,33.7,25.2,1.7,23.5,1.3
1942,パイ　アップルパイ　,304,4,17.5,32.7,1.3,31.4,0.7
1943,パイ　ミートパイ　,397,9.9,29.9,22,1.8,20.2,1.6
1944,バターケーキ　,443,5.8,25.4,47.9,0.7,47.2,0.6
1945,ホットケーキ　,261,7.7,5.4,45.2,1.1,44.1,0.7
1946,ワッフル　カスタードクリーム入り　,252,7.3,7.9,38.1,0,38.1,0.2
1947,ワッフル　ジャム入り　,287,4.8,4.2,57.3,1.3,56,0.1
1948,カスタードプリン　,126,5.5,5,14.7,0,14.7,0.2
1949,牛乳寒天　,65,1.1,1.3,12.2,0.5,11.7,0
1950,ゼリー　オレンジ　,89,2.1,0.1,19.8,0.2,19.6,0
1951,ゼリー　コーヒー　,48,1.6,0,10.4,0,10.4,0
1952,ゼリー　ミルク　,109,4.3,3.7,14.4,0,14.4,0.1
1953,ゼリー　ワイン　,66,1.7,0,13.3,0,13.3,0
1954,ババロア　,218,5.6,12.8,20,0,20,0.1
1955,ウエハース　,454,7.6,13.6,75.3,1.2,74.1,1.2
1956,ウエハース、クリーム入り　,499,5.9,22,69.4,0.9,68.5,0.9
1957,クラッカー　オイルスプレークラッカー　,492,8.5,22.5,63.9,2.1,61.8,1.5
1958,クラッカー　ソーダクラッカー　,427,10.4,9.8,74.4,2.1,72.3,1.9
1959,サブレ　,465,6.1,16.5,73,1.3,71.7,0.2
1960,中華風クッキー　,533,5.1,29.5,61.9,1.1,60.8,0.2
1961,ビスケット　ハードビスケット　,432,7.6,10,77.8,2.3,75.5,0.8
1962,ビスケット　ソフトビスケット　,522,5.7,27.6,62.6,1.4,61.2,0.6
1963,プレッツェル　,480,9.9,18.6,68.2,2.6,65.6,1.9
1964,リーフパイ　,566,5.8,35.6,55.8,1.7,54.1,0.1
1965,ロシアケーキ　,498,5.7,23.6,65.7,1.8,63.9,0.5
1966,小麦粉あられ　,481,7.6,19.5,68.8,2.3,66.5,1.8
1967,コーンスナック　,526,5.2,27.1,65.3,1,64.3,1.2
1968,ポテトチップス　ポテトチップス　,554,4.7,35.2,54.7,4.2,50.5,1
1969,ポテトチップス　成形ポテトチップス　,540,5.8,32,57.3,4.8,52.5,0.9
1970,かわり玉　,385,0,0,99.5,0,99.5,0
1971,キャラメル　,433,4,11.7,77.9,0,77.9,0.3
1972,ゼリーキャンデー　,336,0,0,84,0.9,83.1,0
1973,ゼリービーンズ　,362,0.1,0,90.3,0.9,89.4,0
1974,ドロップ　,392,0,0,98,0,98,0
1975,バタースコッチ　,423,0,6.5,91.1,0,91.1,0.4
1976,ブリットル　,521,13.3,26.5,57.3,3.7,53.6,0.2
1977,マシュマロ　,326,2.2,0,79.3,0,79.3,0
1978,ラムネ　,373,0,0.5,92.2,0,92.2,0.2
1979,アーモンドチョコレート　,583,11.4,40.4,43.3,6.1,37.2,0.1
1980,カバーリングチョコレート　,511,7,25.4,63.4,3.1,60.3,0.4
1981,ホワイトチョコレート　,588,7.2,39.5,50.9,0.6,50.3,0.2
1982,ミルクチョコレート　,558,6.9,34.1,55.8,3.9,51.9,0.2
1983,マロングラッセ　,317,1.1,0.3,77.4,0,77.4,0.1
1984,板ガム　,388,0,0,96.9,0,96.9,0
1985,糖衣ガム　,390,0,0,97.6,0,97.6,0
1986,風船ガム　,387,0,0,96.7,0,96.7,0
1987,カスタードクリーム　,187,5.1,7.5,24.9,0.2,24.7,0.1
1988,しるこ　こしあん　,216,4.7,0.3,48.7,3.2,45.5,0
1989,しるこ　つぶしあん　,183,4.2,0.5,40.5,4.3,36.2,0.1
1990,清酒　普通酒　,109,0.4,0,4.9,0,4.9,0
1991,清酒　純米酒　,103,0.4,0,3.6,0,3.6,0
1992,清酒　本醸造酒　,107,0.4,0,4.5,0,4.5,0
1993,清酒　吟醸酒　,104,0.3,0,3.6,0,3.6,0
1994,清酒　純米吟醸酒　,103,0.4,0,4.1,0,4.1,0
1995,ビール　淡色　,40,0.3,0,3.1,0,3.1,0
1996,ビール　黒　,46,0.4,0,3.6,0.2,3.4,0
1997,ビール　スタウト　,63,0.5,0,4.9,0.3,4.6,0
1998,発泡酒　,45,0.1,0,3.6,0,3.6,0
1999,ぶどう酒　白　,73,0.1,0,2,0,2,0
2000,ぶどう酒　赤　,73,0.2,0,1.5,0,1.5,0
2001,ぶどう酒　ロゼ　,77,0.1,0,4,0,4,0
2002,紹興酒　,127,1.7,0,5.1,0,5.1,0
2003,しょうちゅう　連続式蒸留しょうちゅう　,206,0,0,0,0,0,0
2004,しょうちゅう　単式蒸留しょうちゅう　,146,0,0,0,0,0,0
2005,ウイスキー　,237,0,0,0,0,0,0
2006,ブランデー　,237,0,0,0,0,0,0
2007,ウオッカ　,240,0,0,0,0,0,0
2008,ジン　,284,0,0,0.1,0,0.1,0
2009,ラム　,240,0,0,0.1,0,0.1,0
2010,マオタイ酒　,322,0,0,0,0,0,0
2011,梅酒　,156,0.1,0,20.7,0,20.7,0
2012,合成清酒　,109,0.1,0,5.3,0,5.3,0
2013,白酒　,238,1.9,0,48.1,0,48.1,0
2014,みりん　本みりん　,241,0.3,0,43.2,0,43.2,0
2015,みりん　本直し　,181,0.1,0,14.4,0,14.4,0
2016,薬味酒　,182,0,0,26.8,0,26.8,0
2017,キュラソー　,322,0,0,26.4,0,26.4,0
2018,スイートワイン　,133,0.1,0,13.4,0,13.4,0
2019,ペパーミント　,302,0,0,37.6,0,37.6,0
2020,ベルモット　甘口タイプ　,152,0.1,0,16.4,0,16.4,0
2021,ベルモット　辛口タイプ　,117,0.1,0,3.7,0,3.7,0
2022,玉露　茶　,329,29.1,4.1,43.9,43.9,0,0
2023,玉露　浸出液　,5,1.3,0,0,0,0,0
2024,抹茶　,324,29.6,5.3,39.5,38.5,1,0
2025,せん茶　茶　,331,24.5,4.7,47.7,46.5,1.2,0
2026,せん茶　浸出液　,2,0.2,0,0.2,0,0.2,0
2027,かまいり茶　浸出液　,0,0.1,0,0,0,0,0
2028,番茶　浸出液　,0,0,0,0.1,0,0.1,0
2029,ほうじ茶　浸出液　,0,0,0,0.1,0,0.1,0
2030,玄米茶　浸出液　,0,0,0,0,0,0,0
2031,ウーロン茶　浸出液　,0,0,0,0.1,0,0.1,0
2032,紅茶　茶　,311,20.3,2.5,51.7,38.1,13.6,0
2033,紅茶　浸出液　,1,0.1,0,0.1,0,0.1,0
2034,コーヒー　浸出液　,4,0.2,0,0.7,0,0.7,0
2035,コーヒー　インスタントコーヒー　,288,14.7,0.3,56.5,0,56.5,0.1
2036,コーヒー　コーヒー飲料　乳成分入り　加糖　,38,0.7,0.3,8.2,0,8.2,0.1
2037,ココア　ピュアココア　,271,18.5,21.6,42.4,23.9,18.5,0
2038,ココア　ミルクココア　,412,7.4,6.8,80.4,5.5,74.9,0.7
2039,青汁　ケール　,375,13.8,4.4,70.2,28,42.2,0.6
2040,甘酒　,81,1.7,0.1,18.3,0.4,17.9,0.2
2041,昆布茶　,98,5.7,0.4,42.3,2.7,39.6,48.3
2042,スポーツドリンク　,21,0,0,5.1,0,5.1,0.1
2043,果実色飲料　,51,0,0,12.8,0,12.8,0
2044,コーラ　,46,0.1,0,11.4,0,11.4,0
2045,サイダー　,41,0,0,10.2,0,10.2,0
2046,ビール風味炭酸飲料　,5,0.1,0,1.2,0,1.2,0
2047,麦茶　浸出液　,1,0,0,0.3,0,0.3,0
2048,ウスターソース　,117,1,0.1,26.8,0.5,26.3,8.4
2049,中濃ソース　,132,0.8,0.1,30.8,1,29.8,5.8
2050,濃厚ソース　,132,0.9,0.1,30.9,1,29.9,5.6
2051,お好み焼きソース　,148,1.6,0.1,34.3,1,33.3,5.1
2052,トウバンジャン　,60,2,2.3,7.9,4.3,3.6,17.8
2053,チリペッパーソース　,55,0.7,0.5,5.2,0,5.2,1.6
2054,ラー油　,919,0.1,99.8,0,0,0,0
2055,こいくちしょうゆ　,71,7.7,0,10.1,0,10.1,14.5
2056,うすくちしょうゆ　,54,5.7,0,7.8,0,7.8,16
2057,たまりしょうゆ　,111,11.8,0,15.9,0,15.9,13
2058,さいしこみしょうゆ　,102,9.6,0,15.9,0,15.9,12.4
2059,しろしょうゆ　,87,2.5,0,19.2,0,19.2,14.2
2060,減塩しょうゆ　こいくち　,69,8.1,0,9,0,9,8.3
2061,だししょうゆ　,37,4,0,5.2,0,5.2,7.3
2062,照りしょうゆ　,170,2.4,0,36.3,0,36.3,4
2063,食塩　,0,0,0,0,0,0,99.5
2064,並塩　,0,0,0,0,0,0,97.3
2065,精製塩　家庭用　,0,0,0,0,0,0,99.6
2066,精製塩　業務用　,0,0,0,0,0,0,99.6
2067,黒酢　,54,1,0,9,0,9,0
2068,穀物酢　,25,0.1,0,2.4,0,2.4,0
2069,米酢　,46,0.2,0,7.4,0,7.4,0
2070,果実酢　バルサミコ酢　,99,0.5,0,19.4,0,19.4,0.1
2071,果実酢　ぶどう酢　,22,0.1,0,1.2,0,1.2,0
2072,果実酢　りんご酢　,26,0.1,0,2.4,0,2.4,0
2073,かつおだし　,3,0.5,0.1,0,0,0,0.1
2074,昆布だし　,4,0.1,0,0.9,0,0.9,0.2
2075,かつお・昆布だし　,2,0.3,0,0.3,0,0.3,0.1
2076,しいたけだし　,4,0.1,0,0.9,0,0.9,0
2077,煮干しだし　,1,0.1,0.1,0,0,0,0.1
2078,鳥がらだし　,7,1.1,0.2,0,0,0,0.1
